Course name,Course link,Cover image,Institution,Verified,Start date,Self Paced,Video link,Short description,Course provider image,Enroll now link,About course,Overall rating,All reviews,Instructor name,instructor details,Instructor photo,Course price,length,Effort,Subject,Level,Video transcript,Languages 
Microsoft Professional Capstone: Cloud Administration,https://www.edx.org/course/microsoft-professional-capstone-cloud-microsoft-azure216x,Images/https://www.edx.org/sites/default/files/course/image/promoted/azure216x-378x225.jpg,Microsoft,Yes,"Starts on January 1, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/azure216x-318x210.jpg?itok=tVjzY1LN,Validate the skills you learned in the Microsoft Professional Program for Azure Cloud Administrator.,Logo/https://www.edx.org/sites/default/files/school/image/logo/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BAZURE216x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"This course is part of the Microsoft Professional Program in Cloud Administration. This program is a comprehensive curriculum that teaches you how to implement Azure infrastructure.

In this Final Project, you will undertake challenges to design, implement, and document an Azure cloud infrastructure solution based on what you have learned.",0/5,0 Reviews,Cynthia Staley,"Senior Content Developer
Microsoft",None,FREE,4 weeks,2-4 hours per week,Computer Science,Intermediate,English,English
Asynchronous Programming in C# and .NET Core,https://www.edx.org/course/asynchronous-programming-c-net-core-microsoft-dev235x,Images/https://www.edx.org/sites/default/files/course/image/promoted/dev235x-378.jpg,Microsoft,Yes,"Starts on January 1, 2018",Yes,https://webview.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/dev235x-318.jpg?itok=b_8cLl4P,Learn best practices of Asynchronous programming as you work through real-world applications and common use cases of this programming style. ,Logo/https://webview.edx.org/sites/default/files/school/image/logo/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BDEV235x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"Asynchronous programming is a rich and deep topic.

This course introduces the concepts related to asynchronous programming with C# and the techniques for applying those concepts. Students are provided with a combination of text- and video-based instructional materials, as well as a series of hands-on lab activities, to learn skills that they can apply to enterprise software development. This course focuses on real-world applications of this programming style, and it presents common use cases where asynchronous programming is most effective. 

The hands-on labs take students through both desktop and web application development, examining how asynchronous development can be effective on each platform. Students are guided to write code with parallel programming techniques, working through common use cases.",Missing,Missing,Marwa Hussein,"Content Developer
Microsoft",None,FREE,4 weeks,2-4 hours per week,Computer Science,Intermediate,English,English
Data Access in C# and .NET Core,https://www.edx.org/course/data-access-c-net-core-microsoft-dev258x,Images/https://www.edx.org/sites/default/files/course/image/promoted/dev258x-378.jpg,Microsoft,Yes,"Starts on January 1, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/dev258x-318.jpg?itok=-Np7H-Ok,"Learn everything you need to know to develop a data layer for your applications, including Entity Framework and Lambda basics.",Logo/https://www.edx.org/sites/default/files/school/image/logo/microsoft201x101.png,https://courses.edx.org/register?course_id=course-v1%3AMicrosoft%2BDEV258x%2B4T2017&enrollment_action=enroll&email_opt_in=true,"This course demonstrates the use of Microsoft data access technologies using C# and .Net Core. Students will learn everything they need to know to develop a data layer for their applications. This course provides instruction in both text and video in order to provide the student with relevant learning opportunities.

Labs will help students add to an existing database, and build out parts of a functional data layer. Real world examples will be used to keep the instruction relevant for the students.",Missing,Missing,Matt Dixon,"Owner and Founder
Front Range Systems",None,FREE,4 weeks,2 - 4 hours per week,Computer Science,Intermediate,English,English
Introduction to Marketing,https://www.edx.org/course/introduction-marketing-ubcx-busmktg1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/introduction-to-marketing-illustration_378x225.jpg,UBCx,Yes,"Starts on January 2, 2018",Yes,Missing,"Learn the fundamentals to marketing, including strategies and tools used across industries.",Logo/https://webview.edx.org/sites/default/files/school/image/logo/ubcx-200x101_0.jpg,https://courses.edx.org/register?course_id=course-v1%3AUBCx%2BCOMM420x%2B3T2017&enrollment_action=enroll&email_opt_in=true,"Marketing is a crucial function in all businesses and organizations, and is becoming increasingly crucial to success in our modern global economy. This course, regardless of your industry background, will teach you core concepts and tools to help you better understand and excel in marketing. Key topics include Market Research and its importance to strategy, brand strategy, pricing, integrated marketing communication, social media strategy, and more.",4.5/5,38 Reviews,Darren Dahl,"Senior Associate Dean, Faculty & Director of the Robert H. Lee Graduate School; Professor, Marketing and Behavioural Science Division
UBC Sauder School of Business",None,FREE,6-7 weeks,3-5 hours per week,Business & Management,Introductory,English,English
Video Game Design and Balance,https://www.edx.org/course/video-game-design-balance-ritx-game102x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/game102x_378x225.jpg,RITx,Yes,"Starts on January 2, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/game102x_318x210.jpg?itok=FRGvhp8w,Learn about the video game design process and experiment with effective methods for balancing a game’s mechanics.,Logo/https://www.edx.org/sites/default/files/school/image/logo/ritx-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ARITx%2BGAME102x%2B1T2018&enrollment_action=enroll&email_opt_in=true,"In this course, you’ll enter the mind of a professional game designer. You’ll learn how to design different types of games, understand the commonalities between them and learn what is at the core of every game design, including game balance and why it is key to game design.",3.5/5,1 Reviews,Ian Schreiber,"Assistant Professor, Interactive Games and Media
Rochester Institute of Technology",None,FREE,5 weeks,3 hours per week,Computer Science,Introductory,English,English
Accounting for Decision-Making,https://www.edx.org/course/accounting-decision-making-iimbx-ac103x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/iimbx_accountingfordecisionmaking_378x225.jpg,IIMBx,Yes,"Starts on January 4, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/iimbx_accountingfordecisionmaking_318x210.jpg?itok=ww2QcMP8,Learn how to read and interpret financial statements and manage costs to take informed business decisions.,Logo/https://www.edx.org/sites/default/files/school/image/logo/iimb-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AIIMBx%2BAC103x%2B1T2018&enrollment_action=enroll&email_opt_in=true,"In order for a manager to effectively perform their role they must have an understanding of accounting information, as accounting systems generate information that is used by both internal and external stakeholders
Having a good understanding of accounting allows managers to communicate with the finance department, bankers, suppliers and even tax authorities.",0/5,0 Reviews,MS Narasimhan,"Professor
IIM Bangalore",None,FREE,7 weeks,4-5 hours per week,Business & Management,Intermediate,"English, हिंदी",English
The Immune System: New Developments in Research - Part 1,https://www.edx.org/course/immune-system-new-developments-research-osakaux-bio101x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/the-immune-system-new-developments-in-research_n_378x225.jpg,OsakaUx,Yes,,Yes,Missing,Basic principles of immunology including the latest topics leading to novel therapeutic approaches.,Logo/https://www.edx.org/sites/default/files/school/image/logo/osakaux_logo200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AOsakaX%2BBIO101x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course will provide fundamental knowledge in immunology as well as some advanced topics from cutting-edge research results, such as cancer immunotherapy and novel vaccine development.
Immunity is the body’s system of protection from attack by pathogens such as bacteria and viruses. Immunology has a long history, and researchers around the world faced with the “enemies of human life” have solved numerous immunological mysteries, and contributed to a paradigm shift in immunology. Nonetheless, it is as yet unknown how certain diseases like AIDS, influenza and allergies can be completely conquered. The latest immunological research is revealing that immunity is also strongly correlated with an increasing number of other diseases such as cancer, arteriosclerosis and diabetes. If we could fully understand the mechanism of immunity, we should be able to treat such diseases. We would like to introduce basic knowledge of immunology revealed by past research and share our insights on the latest findings with you for the future development of immunology.",Missing,Missing,Masayuki Miyasaka,"Guest Professor, Immunology Frontier Research Center
Osaka University",None,FREE,5 weeks,4-6 hours per week,Biology & Life Sciences,Introductory,,English
Fundamentos de Electromagnetismo para Ingeniería,https://www.edx.org/course/fundamentos-de-electromagnetismo-para-upvalenciax-ffi101-2x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/fundamentos-de-electromagnetismo-para-ingenieria_378x225.jpg,UPValenciaX,Yes,,Yes,Missing,"Trataremos las causas y las leyes de la interacción electromagnética. Veremos el campo eléctrico, el magnético y la inducción magnética.",Logo/https://www.edx.org/sites/default/files/school/image/logo/upv_200x101.jpg,https://courses.edx.org/register?course_id=course-v1%3AUPValenciaX%2BFFI101.2x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"En este curso se investigan las causas y se definen las leyes de la interacción electromagnética. Esta interacción es una de las más importantes que caracterizan nuestra vida diaria, ya que muchos de los fenómenos que se observan a nuestro alrededor, incluidos los químicos y biológicos, son debidos a la interacción electromagnética entre átomos y moléculas. Este curso se centra en analizar el origen de esta interacción y describir las leyes físicas que la gobiernan. ",3.5/5,4 Reviews,Pilar Candelas Valiente,Missing,None,FREE,7 weeks,4 horas a la semana,Physics,Introductory,Español,Español
Financial Analysis for Decision Making,https://www.edx.org/course/financial-analysis-decision-making-babsonx-bpet-finx-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/courseimages_0002_finance_378x225.jpg,BabsonX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/courseimages_0002_finance_318x210.jpg?itok=MDOP0f1m,Learn how to analyze business opportunities for their financial viability and secure funding to start and grow your business.,Logo/https://www.edx.org/sites/default/files/school/image/logo/babson_logo_200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABabsonX%2BBPET.FINx%2B2T2017SP&enrollment_action=enroll&email_opt_in=true,"How do you find the money necessary to effectively manage your business? How do you know if a business opportunity is worthwhile? When should you invest in a stock, bond or company? Do you fear the financial side of growing your organization?
This finance course will take the mystery out of financial analysis and help you make the right business decisions. In order to establish your company you need to secure funding. Once you have money, you need to determine the most efficient and effective use of your capital. You also need to have the knowledge to have professional and engaging conversations with finance professionals who control access to funding.",4.5/5,1 Reviews,Mark Potter,"Professor of Finance
Babson College",None,FREE,4 weeks,2-4 hours per week,Business & Management,Introductory,English,English
L’eau et les sols - Hydrodynamique des milieux poreux,https://www.edx.org/course/leau-et-les-sols-hydrodynamique-des-louvainx-louv18x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/louv18x_course_image_378x225.jpg,LouvainX,Yes,,Yes,Missing,"Le premier MOOC en français sur la compréhension des flux d’eau dans les sols. Son but : comprendre, caractériser et modéliser l’hydrodynamique des sols.",Logo/https://www.edx.org/sites/default/files/school/image/banner/ucl-logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3ALouvainX%2BLouv18x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Comment l’eau de pluie s'infiltre-t-elle dans le sol (et quelle partie ruisselle) ? Quelle est la recharge d’une nappe ? Quelle quantité d’eau un sol peut-il retenir ? Quelle sont les directions des flux de polluants dans un sol ?
Ce cours vous donnera les clés pour comprendre, modéliser et mesurer les processus de transferts de l’eau dans le sol.
En collaboration avec",0/5,0 Reviews,Mathieu Javaux,"Professeur
Université catholique de Louvain, Belgique",None,FREE,8 semaines,4-7 heures par semaine,Engineering,Advanced,Français,Français
"Proyecto Final, ""e-Learning""",https://www.edx.org/course/proyecto-final-e-learning-galileox-cet004x,Images/https://www.edx.org/sites/default/files/course/image/promoted/course-project_378x225.jpg,GalileoX,Yes,,Yes,Missing,El proyecto desafía intelectualmente al estudiante y le permite demostrar las habilidades y competencias adquiridas.,Logo/https://www.edx.org/sites/default/files/school/image/logo/galileox-logo-200x101.png,https://courses.edx.org/register?course_id=course-v1%3AGalileoX%2BCET004X%2B2T2017&enrollment_action=enroll&email_opt_in=true,"El proyecto desafía intelectualmente al estudiante y le permite demostrar las habilidades y competencias adquiridas a través del “Diseño y desarrollo de un objeto virtual de aprendizaje como estrategia para apoyar un proceso de enseñanza  enriquecido  por el uso de las TICs.” El estudiante aplica conocimientos de diseño instruccional, integra tecnología, usa herramientas web 2.0 emergentes, aprovecha  las ventajas y características de un recurso multimedia, los fundamentos de una e-actividad efectiva, y la implementación en un LMS, para desarrollar un objeto virtual de aprendizaje integral que considera tanto aspectos de evaluación y medición de impacto como los estándares de calidad indispensables.
e-Learning”",2.5/5,1 Reviews,Rocael Hernández Ph.D.,"Director del Departamento GES y del Proyecto Telescopio
Universidad Galileo",None,FREE,3 semanas,4-5 horas por semana,Education & Teacher Training,Intermediate,Español,Español
Vocal Recording Technology,https://www.edx.org/course/vocal-recording-technology-berkleex-bmpr365x-3,Images/https://www.edx.org/sites/default/files/course/image/promoted/edx_berklee-banner-378x225_0.jpg,BerkleeX,Yes,,Yes,Missing,"Explore emerging innovations in vocal production, audio engineering, recording, and mixing.",Logo/https://www.edx.org/sites/default/files/school/image/logo/berkleex-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABerkleeX%2BBMPR365x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"We are in the midst of an explosion of musical creativity as a result of technologies that allow you to record music using your laptop or tablet. Whether you are a singer, music producer, audio engineer, or just someone that likes to make good music with vocals, it is essential to have an understanding of vocal technologies for music production.",0/5,0 Reviews,Prince Charles Alexander,"Professor, Music Production and Engineering
Berklee College of Music",None,FREE,6 weeks,5 hours per week,Engineering,Introductory,English,English
Introduction to the Music Business,https://www.edx.org/course/introduction-music-business-berkleex-mb110x-9,Images/https://www.edx.org/sites/default/files/course/image/promoted/mb110x_378.jpg,BerkleeX,Yes,,Yes,Missing,"Learn the latest about the rapidly changing music industry from recording, publishing, and distribution to legal issues confronting music commerce.",Logo/https://www.edx.org/sites/default/files/school/image/logo/berkleex-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABerkleeX%2BMB110x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Three things are clear about today’s music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. As demand grows and Internet piracy wanes, ad-supported and subscription models will generate unprecedented revenues that will surpass even the best of past earnings. And, many astute “music industry-watchers” predict a steep rise in business activity and trade earnings by the end of the decade.",4/5,14 Reviews,John P. Kellogg,"Assistant Chair of Music Business Management
Berklee College of Music",None,FREE,6 weeks,5 hours per week,Business & Management,Introductory,English,English
Music For Wellness,https://www.edx.org/course/music-wellness-berkleex-omthr-001x-2,Images/https://www.edx.org/sites/default/files/course/image/promoted/berklee_4360_378x225.jpg,BerkleeX,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/berklee_4360_318x210.jpg?itok=s1Xu8aL4,"Learn how music can help reduce stress and improve your health, and well-being.",Logo/https://www.edx.org/sites/default/files/school/image/logo/berkleex-logo12022015-200x101.png,https://courses.edx.org/register?course_id=course-v1%3ABerkleeX%2BOMTHR-001x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"You love music. You listen to music all the time. Maybe you sing, play an instrument, or compose music. You don’t need to have musical talent to use music to enhance your well being, and even your health.
Learn simple techniques to enrich your mind, body, and spirit through music. The methods can be applied in your daily life, particularly when you are feeling down or stressed out. Developed by a board-certified music therapist and a vocalist/pianist/composer/recording artist specializing in Indian music, these strategies combine science with the wisdom of Eastern philosophy.",3.5/5,4 Reviews,Suzanne Hanser,"Founding Chair of the Music Therapy Department
Berklee College of Music",None,FREE,4 weeks,5 hours per week,Humanities,Introductory,English,English
"Religion, Conflict and Peace",https://www.edx.org/course/religion-conflict-peace-harvardx-hds2825x,Images/https://www.edx.org/sites/default/files/course/image/promoted/reigion.jpg,HarvardX,Yes,"Starts on January 8, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/reigion.jpg?itok=2hsNm2Is,Explore the diverse and complex roles that religions play in both promoting and mitigating violence.,Logo/https://www.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BHDS2825x%2B1T2018&enrollment_action=enroll&email_opt_in=true,"In this course, we will explore a series of contemporary conflicts in different regions of the world with a special focus on identifying and analyzing the diverse and complex roles that religions play in both promoting and mitigating violence in each context. Students will learn a method for recognizing and analyzing how religious ideologies are embedded in all arenas of human agency and not isolated from political, economic, and cultural life as is often assumed.

In addition to examining the conflicts themselves, we will also explore the religious dimensions of the impacts those conflicts have on civic life in areas such as public health, education, and commerce by addressing a series of questions.
What roles do religions play in fostering violence and what roles do they play in promoting peace?
How do religious institutions and ideologies function to support and/or thwart public health initiatives?
What are the ideological justifications for functional economic policies and how do they reflect and/or challenge diverse religious values?
What roles do religions play in advancing or suppressing educational opportunities and for whom?
Are media representations of the religious dimensions of conflict accurate? ",Missing,Missing,Diane L. Moore,"Senior Lecturer and the Director of the Religious Literacy Project
Harvard University",None,FREE,8 weeks,4-8 hours per week,Social Sciences,Introductory,English,English
Software Engineering: Introduction,https://www.edx.org/course/software-engineering-introduction-ubcx-softeng1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/softeng1-v4_378x225.jpg,UBCx,Yes,"Starts on January 9, 2018",Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/softeng1-v4_318x210.jpg?itok=wDev4dbo,"Learn how to apply engineering principles, such as Agile, to build a full-stack software system.",Logo/https://www.edx.org/sites/default/files/school/image/logo/ubcx-200x101_0.jpg,https://courses.edx.org/register?course_id=course-v1%3AUBCx%2BSoftEng1x%2B1T2018&enrollment_action=enroll&email_opt_in=true,"This course, part of the Software Development MicroMasters Program, introduces how teams design, build, and test multi-version software systems.
You will learn software engineering principles that are applicable to the breadth of large-scale software systems. The course explores topics such as agile development, REST and Async programming, software specification, design, refactoring, information security, and more.",0/5,0 Reviews,Reid Holmes,"Associate Professor, Computer Science
University of British Columbia",None,FREE,6 weeks,8-10 hours per week,Computer Science,Advanced,English,English
Principles of Biochemistry,https://www.edx.org/course/principles-biochemistry-harvardx-mcb63x-1,Images/https://www.edx.org/sites/default/files/course/image/promoted/principles_of_biochem-378x225_0.jpg,HarvardX,Yes,"Starts on January 9, 2018",Yes,Missing,"This course explores the molecules of life, starting with building blocks and culminating in complex metabolism and associated diseases.",Logo/https://www.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BMCB63X%2B1T2018&enrollment_action=enroll&email_opt_in=true,"Principles of Biochemistry integrates an introduction to the structure of macromolecules and a biochemical approach to cellular function. Topics addressing protein function will include enzyme kinetics, the characterization of major metabolic pathways and their interconnection into tightly regulated networks, and the manipulation of enzymes and pathways with mutations or drugs. An exploration of simple cells (red blood cells) to more complex tissues (muscle and liver) will be used as a framework to discuss the progression in metabolic complexity. Learners will also develop problem solving and analytical skills that are more generally applicable to the life sciences.
HarvardX requires individuals who enroll in its courses on edX to abide by the terms of the edX honor code. HarvardX will take appropriate corrective action in response to violations of the edX honor code, which may include dismissal from the HarvardX course; revocation of any certificates received for the HarvardX course; or other remedies as circumstances warrant. No refunds will be issued in the case of corrective action for such violations. Enrollees who are taking HarvardX courses as part of another program will also be governed by the academic policies of those programs.
HarvardX pursues the science of learning. By registering as an online learner in an HX course, you will also participate in research about learning. Read our research statement to learn more.
Harvard University and HarvardX are committed to maintaining a safe and healthy educational and work environment in which no member of the community is excluded from participation in, denied the benefits of, or subjected to discrimination or harassment in our program. All members of the HarvardX community are expected to abide by Harvard policies on nondiscrimination, including sexual harassment, and the edX Terms of Service. If you have any questions or concerns, please contact harvardx@harvard.edu and/or report your experience through the edX contact form.
Image credit: PDB ID 2DN1, 2DN2
Park S-Y, Yokoyama T, Shibayama N, Shiro Y, Tame JRH (2006) 1.25 A resolution crystal structures of human haemoglobin in the oxy, deoxy and carbonmonoxy forms. J Mol Biol 360: 690–701.",Missing,Missing,Alain Viel,"Senior Lecturer, Department of Molecular and Cellular Biology
Harvard University",None,FREE,15 weeks,4-6 hours per week,Medicine,Intermediate,English,English
Introduction to Java Programming: Fundamental Data Structures and Algorithms,https://www.edx.org/course/introduction-java-programming-uc3mx-it-1-3x,Images/https://www.edx.org/sites/default/files/course/image/promoted/intro_to_programming_with_java_378x225_0_0.jpg,UC3Mx,Yes,"Starts on January 9, 2018",Yes,Missing,Learn to enhance your code by using fundamental data structures and powerful algorithms in Java.,Logo/https://www.edx.org/sites/default/files/school/image/logo/uc3mx_200x101.png,https://courses.edx.org/register?course_id=course-v1%3AUC3Mx%2BIT.1.3x%2B3T2017&enrollment_action=enroll&email_opt_in=true,"In this introductory course, you will learn programming with Java in an easy and interactive way.
You will learn about fundamental data structures, such as lists, stacks, queues and trees, and presents algorithms for inserting, deleting, searching and sorting information on these data structures in an efficient way.",0/5,0 Reviews,Carlos Delgado Kloos,"Full Professor
Universidad Carlos III de Madrid",None,FREE,5 weeks,5-7 hours per week,Computer Science,Introductory,"English, Español",English
"Smart Cities, Management of Smart Urban Infrastructures",https://www.edx.org/course/smart-cities-management-smart-urban-epflx-mui2x,Images/https://www.edx.org/sites/default/files/course/image/promoted/smartcitiesbig-378225.jpg,EPFLx,Yes,,Yes,Missing,"In the era of Smart Cities, learn the principles of urban infrastructure management and find ways to incorporate smart technologies into legacy infrastructures.",Logo/https://www.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BSmartCitiesX%2B2T2017&enrollment_action=enroll&email_opt_in=true,"Over the past few years, advancements in the Information and Communication Technologies (ICTs) have significantly challenged the traditionally stable landscape of urban infrastructure services. The result is an increasing interest in the transitioning of cities towards so-called “smart cities” – an interest expressed both by technology vendors and public authorities. Although such “smart technologies” can provide immense opportunities for citizens and for service providers alike, the ICTs often act as disruptive innovators of urban infrastructure service provision.",0/5,0 Reviews,Matthias Finger,"Professor of Management of Network Industries
EPFL",None,FREE,5 weeks,3-4 hours per week,Business & Management,Introductory,"English, Français",English
Urban Infrastructure Management,https://www.edx.org/course/urban-infrastructure-management-epflx-mui1x,Images/https://www.edx.org/sites/default/files/course/image/promoted/urban_infrastructure_big-378225.jpg,EPFLx,Yes,,Yes,https://www.edx.org/sites/default/files/styles/course_video_banner/public/course/image/featured-card/urban_infrastructure_big-318210.jpg?itok=Hw9cLuu7,Learn the principles of managing urban infrastructure systems – the complex socio-technical systems that provide basic services to more than 50% of the world’s population.,Logo/https://www.edx.org/sites/default/files/school/image/banner/epfl_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AEPFLx%2BUrbanInfrastructuresX%2B2T2017&enrollment_action=enroll&email_opt_in=true,"This course will teach you about the management and governance of infrastructures.
As cities are currently hosts to half of the world’s population, the role played by urban infrastructures in the delivery of services (such as energy, transport and water) becomes crucial. The management and governance of such complex socio-technical systems becomes vital to ensuring their performance.",0/5,0 Reviews,Matthias Finger,"Professor of Management of Network Industries
EPFL",None,FREE,5 weeks,2-3 hours per week,Business & Management,Introductory,"English, Français",English
Super-Earths And Life,https://www.edx.org/course/super-earths-life-harvardx-spu30x-3,Images/https://www.edx.org/sites/default/files/course/image/promoted/course_image.jpg,HarvardX,Yes,"Starts on January 10, 2018",Yes,Missing,"Learn about alien life, how we search for it, and what this teaches us about our place in the universe.",Logo/https://webview.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BSPU30x%2B3T2017&enrollment_action=enroll&email_opt_in=true,"Super-Earths And Life is a course about alien life, how we search for it, and what this teaches us about our place in the universe.
In the past decade astronomers have made incredible advances in the discovery of planets outside our solar system. Thirty years ago, we knew only of the planets in our own solar system. Now we know of thousands circling nearby stars.
Super-Earths And Life
HarvardX requires individuals who enroll in its courses on edX to abide by the terms of the edX honor code: https://www.edx.org/edx-terms-service. HarvardX will take appropriate corrective action in response to violations of the edX honor code, which may include dismissal from the HarvardX course; revocation of any certificates received for the HarvardX course; or other remedies as circumstances warrant. No refunds will be issued in the case of corrective action for such violations. Enrollees who are taking HarvardX courses as part of another program will also be governed by the academic policies of those programs.
HarvardX pursues the science of learning. By registering as an online learner in an HX course, you will also participate in research about learning. Read our research statement: http://harvardx.harvard.edu/research-statement to learn more.
Harvard University and HarvardX are committed to maintaining a safe and healthy educational and work environment in which no member of the community is excluded from participation in, denied the benefits of, or subjected to discrimination or harassment in our program. All members of the HarvardX community are expected to abide by Harvard policies on nondiscrimination, including sexual harassment, and the edX Terms of Service. If you have any questions or concerns, please contact harvardx@harvard.edu and/or report your experience through the edX contact form: https://www.edx.org/contact-us.",Missing,Missing,Colin Fredericks,"Lead Course Developer at HarvardX
Harvard University",None,FREE,6 weeks,3-5 hours per week,Science,Introductory,English,English
Statistics and R,https://www.edx.org/course/statistics-r-harvardx-ph525-1x-0,Images/https://www.edx.org/sites/default/files/course/image/promoted/statistics-and-r-for-the-life-sciences_378x225.jpg,HarvardX,Yes,,Yes,Missing,An introduction to basic statistical concepts and R programming skills necessary for analyzing data in the life sciences.,Logo/https://www.edx.org/sites/default/files/school/image/banner/harvard_logo_200x101_0.png,https://courses.edx.org/register?course_id=course-v1%3AHarvardX%2BPH525.1x%2B2T2017&enrollment_action=enroll&email_opt_in=true,"We will learn the basics of statistical inference in order to understand and compute p-values and confidence intervals, all while analyzing data with R. We provide R programming examples in a way that will help make the connection between concepts and implementation. Problem sets requiring R programming will be used to test understanding and ability to implement basic data analyses. We will use visualization techniques to explore new data sets and determine the most appropriate approach. We will describe robust statistical techniques as alternatives when data do not fit assumptions required by the standard approaches. By using R scripts to analyze data, you will learn the basics of conducting reproducible research.
PH525.1x: Statistics and R for the Life Sciences
PH525.2x: Introduction to Linear Models and Matrix Algebra
PH525.3x: Statistical Inference and Modeling for High-throughput Experiments
PH525.4x: High-Dimensional Data Analysis
PH525.5x: Introduction to Bioconductor: annotation and analysis of genomes and genomic assays 
PH525.6x: High-performance computing for reproducible genomics
PH525.7x: Case studies in functional genomics
This class was supported in part by NIH grant R25GM114818.
HarvardX requires individuals who enroll in its courses on edX to abide by the terms of the edX honor code. HarvardX will take appropriate corrective action in response to violations of the edX honor code, which may include dismissal from the HarvardX course; revocation of any certificates received for the HarvardX course; or other remedies as circumstances warrant. No refunds will be issued in the case of corrective action for such violations. Enrollees who are taking HarvardX courses as part of another program will also be governed by the academic policies of those programs.
HarvardX pursues the science of learning. By registering as an online learner in an HX course, you will also participate in research about learning. Read our research statement to learn more.
Harvard University and HarvardX are committed to maintaining a safe and healthy educational and work environment in which no member of the community is excluded from participation in, denied the benefits of, or subjected to discrimination or harassment in our program. All members of the HarvardX community are expected to abide by Harvard policies on nondiscrimination, including sexual harassment, and the edX Terms of Service. If you have any questions or concerns, please contact harvardx@harvard.edu and/or report your experience through the edX contact form.",3.5/5,12 Reviews,Rafael Irizarry,"Professor of Biostatistics
Harvard University",None,FREE,4 weeks,2-4 hours per week,Biology & Life Sciences,Intermediate,English,English
